State,District,Latitude,Longitude,District code,Population,sex_ratio,literacy_rate,Hindu_pct,Muslims_pct,Christians_pct,Male_literacy_rate,Female_literacy_rate,Male_pct,Female_pct,Internet_pct,Electricity_pct,Gender_literacy_gap,Workers_pct,Non_workers_pct,Urban_pct,Rural_pct
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,100.57,61.75,89.16,1.57,8.77,67.93,55.61,49.86,50.14,0.23,49.97,12.32,51.8,48.2,12.61,87.39
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,93.41,69.45,89.16,9.23,0.57,74.94,63.57,51.7,48.3,4.32,64.36,11.37,40.65,59.35,55.87,44.13
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,92.25,68.63,92.11,5.51,1.15,73.89,62.94,52.02,47.98,2.21,66.06,10.95,43.57,56.43,47.35,52.65
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,88.47,72.5,84.65,1.96,0.33,77.05,67.35,53.06,46.94,4.09,63.34,9.7,32.98,67.02,44.37,55.63
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,88.59,65.46,98.57,0.95,0.05,74.21,55.58,53.03,46.97,1.16,58.35,18.63,38.12,61.88,21.75,78.25
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,87.32,70.33,87.77,8.93,0.54,76.07,63.75,53.38,46.62,9.23,70.78,12.32,32.01,67.99,81.37,18.629999999999995
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,90.17,59.19,82.72,0.89,0.11,66.11,51.52,52.59,47.41,1.24,59.33,14.59,39.18,60.82,21.43,78.57
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,85.44,73.37,93.03,4.68,0.64,78.2,67.71,53.93,46.07,12.81,58.38,10.49,35.97,64.03,72.94,27.060000000000002
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,87.21,63.9,97.54,1.24,0.11,71.94,54.67,53.42,46.58,2.22,62.48,17.27,39.66,60.34,33.79,66.21000000000001
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,86.22,70.54,98.67,0.86,0.08,77.62,62.34,53.7,46.3,1.74,58.09,15.28,34.07,65.93,27.0,73.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,87.12,62.42,95.69,1.73,0.07,70.41,53.24,53.44,46.56,1.43,60.45,17.17,39.23,60.77,24.37,75.63
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,88.14,60.18,90.71,0.77,0.16,67.56,51.81,53.15,46.85,1.21,61.07,15.75,34.8,65.2,24.67,75.33
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,88.71,64.97,89.08,2.1,0.14,70.77,58.44,52.99,47.01,2.6,62.35,12.33,34.28,65.72,31.71,68.28999999999999
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,88.79,67.06,83.47,1.66,0.2,72.57,60.85,52.97,47.03,2.52,58.91,11.72,34.91,65.09,30.25,69.75
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,89.47,68.35,99.04,0.61,0.03,78.17,57.37,52.78,47.22,0.98,50.55,20.8,36.72,63.28,16.5,83.5
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,87.3,72.21,87.42,4.18,0.46,76.7,67.07,53.39,46.61,11.31,62.87,9.63,37.68,62.32,56.92,43.08
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,86.35,65.25,89.92,7.19,0.19,71.75,57.73,53.66,46.34,3.06,64.15,14.02,34.2,65.8,46.99,53.01
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,89.81,70.75,98.76,0.63,0.08,79.15,61.38,52.68,47.32,1.91,56.8,17.77,37.51,62.49,25.79,74.21000000000001
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,86.67,70.45,98.37,0.77,0.07,76.7,63.23,53.57,46.43,2.76,62.92,13.47,32.6,67.4,42.92,57.08
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,89.75,60.45,72.6,0.74,0.17,66.95,53.2,52.7,47.3,1.86,63.62,13.75,38.76,61.24,27.54,72.46000000000001
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,98.15,75.3,97.39,1.83,0.06,80.72,69.78,50.47,49.53,0.96,48.13,10.94,53.9,46.1,7.29,92.71
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,97.08,59.94,95.39,2.18,0.78,68.99,50.61,50.74,49.26,1.16,70.44,18.38,45.17,54.83,25.5,74.5
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,98.64,62.39,92.43,6.25,0.3,71.2,53.45,50.34,49.66,0.81,47.99,17.75,56.65,43.35,6.91,93.09
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,109.5,78.74,98.82,0.82,0.05,83.18,74.69,47.73,52.27,1.19,49.26,8.49,53.2,46.8,7.21,92.79
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,86.05,59.16,91.46,8.26,0.07,68.76,48.0,53.75,46.25,0.38,17.96,20.76,40.18,59.82,17.76,82.24
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,101.18,76.33,96.76,1.31,0.2,80.8,71.92,49.71,50.29,1.28,52.62,8.88,44.71,55.29,6.22,93.78
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,81.89,72.16,76.95,0.53,0.58,79.35,63.38,54.98,45.02,0.8,40.13,15.97,66.9,33.1,0.0,100.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,94.23,70.26,94.92,0.68,0.36,77.42,62.66,51.48,48.52,1.39,48.39,14.76,61.45,38.55,10.97,89.03
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,100.73,72.39,98.16,0.95,0.09,79.04,65.79,49.82,50.18,1.15,46.34,13.25,57.28,42.72,6.85,93.15
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,91.51,75.26,97.23,1.45,0.25,80.66,69.36,52.22,47.78,2.45,46.05,11.3,52.94,47.06,25.56,74.44
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,91.78,68.44,89.99,6.27,0.11,74.42,61.93,52.14,47.86,1.16,47.62,12.49,52.86,47.14,10.96,89.03999999999999
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,87.96,73.85,94.53,2.53,0.25,79.15,67.83,53.2,46.8,2.15,49.07,11.32,51.48,48.52,21.08,78.92
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,97.64,76.7,92.13,2.74,0.07,80.88,72.41,50.6,49.4,1.18,51.62,8.47,41.32,58.68,9.81,90.19
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,91.88,53.44,45.77,53.82,0.12,64.88,40.99,52.12,47.88,0.45,46.27,23.89,37.06,62.94,8.49,91.51
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,88.0,74.32,84.27,7.03,0.79,78.88,69.15,53.19,46.81,3.96,58.64,9.73,33.24,66.76,49.35,50.65
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,81.01,61.25,7.34,76.87,0.43,72.38,47.5,55.24,44.76,0.49,32.87,24.88,36.84,63.16,16.15,83.85
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,89.03,63.14,87.61,10.42,0.3,70.07,55.35,52.9,47.1,0.67,50.93,14.72,32.51,67.49,15.58,84.42
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,91.23,52.45,2.47,95.49,0.2,60.85,43.25,52.29,47.71,0.91,43.51,17.6,33.62,66.38,12.83,87.17
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,89.3,54.89,6.84,90.45,0.2,64.84,43.74,52.83,47.17,0.23,42.67,21.1,33.85,66.15,10.36,89.64
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,89.95,60.52,3.44,95.19,0.22,66.31,54.1,52.64,47.36,6.26,63.07,12.21,32.92,67.08,98.28,1.7199999999999989
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,87.0,58.08,88.12,10.77,0.35,66.56,48.34,53.48,46.52,0.66,40.36,18.22,43.91,56.09,18.92,81.08
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,92.24,61.75,79.35,11.71,0.67,70.76,51.99,52.02,47.98,1.92,54.0,18.77,33.23,66.77,50.8,49.2
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,95.32,48.91,86.6,11.19,0.63,56.92,40.51,51.2,48.8,0.27,12.55,16.41,38.13,61.87,6.74,93.26
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,92.52,53.18,78.09,20.28,0.4,63.2,42.35,51.94,48.06,0.6,40.47,20.85,36.96,63.04,20.0,80.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,90.94,64.15,80.07,16.08,0.42,72.19,55.32,52.37,47.63,1.74,64.31,16.87,31.46,68.54,61.04,38.96
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,97.67,50.88,79.06,8.09,6.54,60.77,40.76,50.59,49.41,0.36,19.0,20.01,47.28,52.72,7.12,92.88
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,93.51,49.4,83.5,14.72,1.3,59.27,38.85,51.68,48.32,0.19,10.06,20.42,43.2,56.8,6.57,93.43
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,94.38,51.26,75.9,20.8,0.6,62.3,39.56,51.45,48.55,0.39,25.11,22.74,42.38,57.62,9.39,90.61
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,93.76,46.02,71.34,22.02,2.88,55.49,35.92,51.61,48.39,0.3,14.8,19.57,42.04,57.96,5.33,94.67
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,99.31,54.6,30.19,5.02,19.75,62.56,46.58,50.17,49.83,0.36,13.6,15.98,47.55,52.45,7.06,92.94
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,95.4,53.89,69.6,20.78,0.56,63.79,43.51,51.18,48.82,0.44,26.62,20.28,41.29,58.71,10.83,89.17
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,96.66,48.24,65.07,9.6,6.55,56.73,39.45,50.85,49.15,0.21,23.79,17.28,43.11,56.89,8.81,91.19
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,98.51,56.24,24.34,20.57,3.63,64.29,48.06,50.38,49.62,0.31,25.81,16.23,47.93,52.07,13.21,86.78999999999999
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,98.92,39.19,45.55,35.87,8.43,45.73,32.58,50.27,49.73,0.15,14.46,13.15,44.93,55.07,7.64,92.36
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,92.77,52.82,86.77,12.28,0.32,61.78,43.15,51.87,48.13,0.53,16.73,18.63,36.76,63.24,12.84,87.16
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,94.94,65.59,55.32,14.09,6.66,72.59,58.21,51.3,48.7,3.08,48.01,14.38,39.22,60.78,42.44,57.56
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,95.21,42.0,54.59,34.61,7.23,48.75,34.92,51.23,48.77,0.23,13.36,13.83,42.61,57.39,14.38,85.62
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,99.65,57.29,33.61,2.52,51.14,63.93,50.62,50.09,49.91,0.27,10.86,13.31,48.14,51.86,7.16,92.84
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,98.9,58.92,86.48,11.64,0.18,67.51,50.23,50.28,49.72,0.76,61.43,17.28,43.29,56.71,33.8,66.2
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,94.61,69.51,89.86,9.31,0.54,75.67,62.99,51.38,48.62,1.14,65.63,12.68,46.41,53.59,29.23,70.77
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,97.26,63.85,84.49,11.06,0.39,71.21,56.29,50.7,49.3,1.33,61.32,14.92,44.05,55.95,27.01,72.99
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,98.28,57.96,85.77,13.08,0.57,65.76,50.03,50.43,49.57,1.54,70.63,15.73,45.54,54.46,40.4,59.6
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,95.63,61.21,75.72,19.68,2.08,68.59,53.5,51.12,48.88,1.02,69.71,15.09,41.25,58.75,26.26,73.74
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,98.37,34.06,96.05,0.63,1.06,42.03,25.95,50.41,49.59,0.2,21.43,16.08,52.71,47.29,13.6,86.4
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,95.98,57.33,82.07,16.97,0.11,65.76,48.55,51.03,48.97,0.95,61.91,17.21,42.61,57.39,24.84,75.16
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,100.83,71.91,88.28,8.9,2.28,77.35,66.53,49.79,50.21,1.15,60.78,10.82,49.72,50.28,20.58,79.42
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,97.36,65.53,91.63,7.76,0.19,72.21,58.66,50.67,49.33,1.28,68.68,13.55,51.62,48.38,21.83,78.17
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,97.23,67.26,85.25,13.66,0.28,73.06,61.3,50.7,49.3,1.38,70.22,11.76,44.99,55.01,33.17,66.83
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,97.08,70.47,75.26,20.94,1.56,75.95,64.84,50.74,49.26,3.11,72.03,11.11,42.49,57.51,58.66,41.34
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,98.19,65.77,85.27,13.5,0.32,73.94,57.45,50.46,49.54,1.16,67.84,16.49,46.57,53.43,38.33,61.67
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,97.14,55.62,78.36,19.99,0.33,63.63,47.37,50.72,49.28,1.63,67.46,16.26,42.36,57.64,33.22,66.78
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,101.03,68.97,91.8,6.76,0.88,75.69,62.33,49.74,50.26,0.77,63.71,13.36,50.87,49.13,21.13,78.87
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,95.04,67.94,80.23,18.65,0.15,73.71,61.87,51.27,48.73,0.59,71.56,11.84,45.7,54.3,23.81,76.19
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,101.93,74.46,80.97,15.74,3.09,78.4,70.58,49.52,50.48,1.55,53.5,7.82,50.3,49.7,14.93,85.07
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,97.89,66.14,84.97,13.01,1.74,72.66,59.49,50.53,49.47,1.06,64.8,13.17,46.72,53.28,31.62,68.38
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,98.58,58.21,87.63,11.64,0.29,66.98,49.32,50.36,49.64,0.63,66.09,17.66,47.11,52.89,19.16,80.84
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,99.51,63.67,94.85,4.31,0.47,70.56,56.73,50.12,49.88,0.6,69.54,13.83,48.26,51.74,18.39,81.61
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,98.54,65.38,87.7,9.68,1.31,70.37,60.32,50.37,49.63,3.08,69.59,10.05,43.79,56.21,41.3,58.7
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,99.98,50.8,84.72,14.1,0.54,59.85,41.75,50.01,49.99,1.14,69.0,18.1,46.84,53.16,27.51,72.49
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,99.76,72.06,84.41,13.39,1.51,76.92,67.18,50.06,49.94,1.59,65.66,9.74,44.54,55.46,36.39,63.61
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,98.36,67.69,90.1,9.18,0.34,74.49,60.78,50.41,49.59,0.9,63.22,13.71,50.57,49.43,23.0,77.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,109.45,78.69,85.72,8.22,5.59,82.85,74.89,47.74,52.26,2.35,58.33,7.96,43.59,56.41,29.99,70.01
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,110.02,87.08,68.64,10.55,20.45,87.9,86.33,47.61,52.39,3.99,70.2,1.57,37.81,62.19,54.19,45.81
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,102.67,87.0,45.99,15.67,38.03,88.03,86.0,49.34,50.66,7.55,65.66,2.03,38.06,61.94,68.53,31.47
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,100.61,83.23,48.86,7.41,43.42,85.36,81.11,49.85,50.15,2.0,59.37,4.25,46.56,53.44,5.05,94.95
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,113.55,84.76,59.83,29.43,10.41,85.74,83.89,46.83,53.17,3.74,58.59,1.85,32.66,67.34,64.89,35.11
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,107.98,79.36,55.84,37.24,6.69,82.16,76.76,48.08,51.92,2.48,56.89,5.4,35.41,64.59,39.77,60.23
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,111.34,85.01,64.42,19.3,16.0,86.16,83.98,47.32,52.68,3.41,68.18,2.18,34.61,65.39,43.39,56.61
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,103.92,88.62,49.81,6.41,43.48,88.98,88.27,49.04,50.96,5.58,68.43,0.71,37.26,62.74,28.93,71.07
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,109.82,84.74,56.21,39.24,4.26,86.13,83.48,47.66,52.34,3.72,64.79,2.65,30.75,69.25,67.3,32.7
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,109.81,80.51,27.6,70.24,1.98,81.49,79.62,47.66,52.34,2.41,63.1,1.87,25.83,74.17,45.16,54.84
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,106.69,79.7,66.76,28.93,4.07,82.58,77.0,48.38,51.62,3.04,65.7,5.58,37.09,62.91,25.54,74.46000000000001
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,108.73,84.37,66.46,13.72,19.1,85.66,83.18,47.91,52.09,6.13,67.05,2.48,37.31,62.69,52.16,47.84
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,110.78,85.82,58.42,17.07,24.27,86.59,85.12,47.44,52.56,5.34,68.6,1.47,35.11,64.89,67.99,32.010000000000005
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,103.5,78.98,49.48,28.65,21.34,81.69,76.36,49.14,50.86,1.7,53.91,5.33,41.6,58.4,4.25,95.75
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,97.63,58.27,91.63,2.87,0.28,67.03,49.3,50.6,49.4,0.62,39.16,17.73,46.24,53.76,29.04,70.96000000000001
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,90.4,55.51,92.09,4.82,0.08,65.41,44.56,52.52,47.48,0.3,40.98,20.85,37.31,62.69,17.96,82.03999999999999
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,102.06,67.44,89.29,2.26,0.31,74.39,60.63,49.49,50.51,0.36,59.02,13.76,52.48,47.52,15.03,84.97
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,98.17,39.68,95.16,4.2,0.21,44.85,34.42,50.46,49.54,0.39,60.53,10.43,47.18,52.82,16.34,83.66
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,97.11,59.65,95.58,2.39,0.21,66.29,52.82,50.73,49.27,0.52,56.8,13.47,49.96,50.04,21.57,78.43
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,83.74,64.29,93.68,3.92,0.06,72.99,53.91,54.42,45.58,0.32,29.98,19.08,30.58,69.42,24.58,75.42
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,91.81,70.04,74.05,22.16,0.99,74.45,65.24,52.13,47.87,5.82,64.64,9.21,36.59,63.41,83.03,16.97
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,95.07,53.93,72.91,23.86,0.16,59.99,47.55,51.26,48.74,0.55,62.86,12.44,43.33,56.67,35.15,64.85
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,88.26,53.51,95.15,3.99,0.11,61.1,44.9,53.12,46.88,0.4,37.39,16.2,42.66,57.34,20.18,79.82
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,96.43,61.9,92.01,4.82,0.23,68.7,54.84,50.91,49.09,0.65,62.26,13.86,45.82,54.18,25.42,74.58
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,91.01,59.14,93.85,3.79,0.13,67.34,50.13,52.35,47.65,0.39,50.75,17.21,45.45,54.55,17.98,82.02
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,87.25,62.46,95.04,3.62,0.09,72.31,51.18,53.4,46.6,0.3,47.92,21.13,40.82,59.18,21.29,78.71000000000001
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,94.16,59.18,88.03,11.14,0.15,68.38,49.4,51.5,48.5,0.94,71.93,18.98,47.49,52.51,26.86,73.14
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,96.44,49.29,93.84,5.32,0.1,57.38,40.9,50.91,49.09,0.46,67.8,16.48,47.03,52.97,20.04,79.96000000000001
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,100.2,53.75,85.94,0.96,0.6,63.3,44.23,49.95,50.05,0.24,27.38,19.07,55.35,44.65,4.29,95.71
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,91.19,52.68,94.42,3.96,0.1,61.68,42.8,52.3,47.7,0.87,50.6,18.88,41.47,58.53,25.37,74.63
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,86.37,66.79,90.32,6.98,0.2,73.66,58.84,53.66,46.34,3.55,68.97,14.82,33.73,66.27,61.18,38.82
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,93.48,61.8,92.46,6.77,0.12,69.13,53.97,51.68,48.32,0.68,65.76,15.16,40.49,59.51,22.03,77.97
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,91.35,65.3,94.67,4.21,0.36,72.33,57.62,52.26,47.74,0.91,62.8,14.71,38.51,61.49,33.53,66.47
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,92.79,70.47,83.26,12.67,0.57,75.88,64.65,51.87,48.13,6.18,75.3,11.23,38.7,61.3,74.58,25.42
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,92.85,71.31,87.65,8.27,0.94,76.75,65.44,51.85,48.15,3.27,72.35,11.31,40.82,59.18,56.42,43.58
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,99.03,34.35,93.74,1.53,3.75,41.66,26.96,50.24,49.76,0.32,53.19,14.7,50.25,49.75,10.48,89.52
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,95.17,61.2,96.02,2.88,0.24,69.57,52.41,51.24,48.76,0.62,49.4,17.16,42.09,57.91,20.88,79.12
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,100.83,57.35,80.53,1.57,1.18,66.26,48.51,49.79,50.21,0.29,45.37,17.75,53.05,46.95,11.76,88.24
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,96.3,62.26,88.97,9.37,0.08,73.65,50.44,50.94,49.06,0.61,62.45,23.21,50.71,49.29,21.3,78.7
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,84.01,60.01,95.4,3.87,0.06,69.98,48.13,54.35,45.65,0.43,31.72,21.85,34.38,65.62,22.98,77.02
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,95.45,61.6,89.74,8.15,0.18,72.85,49.81,51.16,48.84,0.8,59.98,23.04,50.68,49.32,28.06,71.94
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,90.55,54.36,95.89,3.46,0.04,62.26,45.63,52.48,47.52,0.23,26.34,16.63,42.5,57.5,11.14,88.86
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,90.13,61.6,89.76,9.04,0.13,68.41,54.04,52.6,47.4,0.35,59.68,14.37,38.89,61.11,22.85,77.15
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,95.62,52.03,92.76,6.92,0.08,61.86,41.75,51.12,48.88,0.4,57.54,20.11,48.23,51.77,17.38,82.62
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,97.1,56.76,87.08,10.38,0.27,65.71,47.54,50.74,49.26,0.97,57.19,18.17,47.49,52.51,28.66,71.34
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,93.05,60.96,95.93,3.61,0.08,69.02,52.3,51.8,48.2,0.55,40.61,16.72,41.94,58.06,15.28,84.72
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,89.33,64.99,92.43,4.35,0.23,72.33,56.77,52.82,47.18,0.74,59.7,15.56,42.3,57.7,26.96,73.03999999999999
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,92.57,61.54,96.85,2.67,0.1,69.21,53.27,51.93,48.07,0.65,51.16,15.94,40.89,59.11,19.82,80.18
