State,District,Latitude,Longitude,District code,Population,sex_ratio,literacy_rate,Hindu_pct,Muslims_pct,Christians_pct,Male_literacy_rate,Female_literacy_rate,Male_pct,Female_pct,Internet_pct,Electricity_pct,Gender_literacy_gap,Workers_pct,Non_workers_pct,Urban_pct,Rural_pct
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,91.79,59.51,88.73,10.52,0.11,68.62,49.58,52.14,47.86,0.48,64.35,19.04,44.69,55.31,17.96,82.03999999999999
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,98.19,62.66,83.03,5.78,0.13,69.75,55.45,50.46,49.54,0.31,59.78,14.3,49.63,50.37,12.43,87.57
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,97.41,56.68,93.53,3.98,0.22,64.58,48.56,50.66,49.34,0.59,38.84,16.02,46.25,53.75,19.85,80.15
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,93.8,59.14,87.33,11.55,0.05,69.63,47.95,51.6,48.4,0.36,60.2,21.68,47.46,52.54,19.14,80.86
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,90.13,47.69,92.85,6.02,0.03,57.55,36.75,52.6,47.4,0.15,42.36,20.8,40.34,59.66,14.94,85.06
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,87.66,52.19,95.52,2.97,0.06,62.32,40.63,53.29,46.71,0.43,34.08,21.69,43.99,56.01,15.36,84.64
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,95.7,53.31,95.61,3.05,0.05,61.3,44.95,51.1,48.9,0.3,36.92,16.35,40.97,59.03,9.36,90.64
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,90.06,51.75,95.73,3.05,0.04,60.41,42.14,52.61,47.39,0.28,34.65,18.27,45.35,54.65,15.72,84.28
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,95.5,62.46,86.48,11.73,0.23,71.91,52.56,51.15,48.85,1.53,66.07,19.35,45.17,54.83,38.55,61.45
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,94.98,55.32,96.24,2.48,0.1,63.78,46.41,51.29,48.71,0.5,40.45,17.37,44.93,55.07,17.83,82.17
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,89.57,59.15,88.25,10.25,0.09,66.58,50.86,52.75,47.25,0.51,48.22,15.72,37.73,62.27,22.27,77.73
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,94.56,77.8,61.07,19.7,0.25,81.41,73.99,51.4,48.6,1.22,62.37,7.42,42.35,57.65,38.89,61.11
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,95.06,77.96,71.15,14.59,0.25,81.52,74.22,51.27,48.73,1.21,65.55,7.3,42.8,57.2,34.91,65.09
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,92.62,57.71,90.2,9.34,0.09,65.88,48.9,51.92,48.08,0.49,9.31,16.98,32.98,67.02,10.27,89.73
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,92.33,67.65,68.77,21.25,0.43,74.35,60.38,51.99,48.01,2.38,60.2,13.97,42.55,57.45,43.65,56.35
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,98.23,74.97,84.09,2.21,0.18,80.71,69.12,50.45,49.55,0.82,63.7,11.59,49.76,50.24,20.36,79.64
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,91.61,66.48,84.12,12.39,0.08,73.17,59.17,52.19,47.81,0.8,57.55,14.0,48.57,51.43,19.39,80.61
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,93.36,72.69,71.35,13.7,0.14,78.42,66.55,51.72,48.28,0.65,58.09,11.87,47.16,52.84,20.98,79.02
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,96.14,71.62,80.75,4.19,0.49,77.64,65.35,50.98,49.02,1.2,61.15,12.29,48.0,52.0,34.08,65.92
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,94.57,63.09,89.01,9.16,0.18,68.63,57.23,51.39,48.61,1.15,59.63,11.4,45.66,54.34,27.61,72.39
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,99.91,75.93,87.25,1.98,0.14,82.05,69.81,50.02,49.98,0.74,62.09,12.24,50.31,49.69,17.29,82.71000000000001
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,94.19,67.16,73.32,10.83,0.08,74.31,59.57,51.5,48.5,0.43,55.95,14.74,48.34,51.66,14.74,85.26
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,92.5,68.37,81.74,13.25,0.17,74.14,62.12,51.95,48.05,1.22,61.62,12.02,44.06,55.94,31.93,68.07
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,93.68,61.03,76.8,14.0,0.64,69.15,52.35,51.63,48.37,0.75,57.45,16.8,47.52,52.48,19.51,80.49
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,95.69,72.91,87.2,7.39,0.4,78.75,66.8,51.1,48.9,1.89,65.29,11.95,43.96,56.04,32.46,67.53999999999999
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,92.77,67.26,81.78,14.98,0.1,73.24,60.81,51.88,48.12,1.06,65.18,12.43,42.66,57.34,26.81,73.19
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,95.12,78.95,75.04,8.4,0.74,82.15,75.58,51.25,48.75,4.43,70.14,6.57,40.15,59.85,67.07,32.93000000000001
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,94.29,65.14,74.43,14.04,0.12,72.55,57.27,51.47,48.53,0.92,59.48,15.28,44.45,55.55,28.06,71.94
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,97.83,55.0,92.31,5.84,0.51,61.46,48.39,50.55,49.45,0.64,45.97,13.07,48.05,51.95,17.67,82.33
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,93.44,71.15,85.75,11.35,0.39,75.94,66.03,51.7,48.3,2.7,54.21,9.91,45.25,54.75,45.79,54.21
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,92.4,68.64,86.73,10.79,0.06,74.79,62.0,51.98,48.02,0.72,53.94,12.79,46.69,53.31,17.49,82.51
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,94.73,63.06,72.35,16.69,0.11,70.67,55.03,51.35,48.65,0.93,63.78,15.64,44.81,55.19,31.31,68.69
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,91.49,76.06,85.8,7.14,1.42,80.02,71.73,52.22,47.78,7.29,59.74,8.29,42.94,57.06,63.83,36.17
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,99.12,63.7,95.25,1.16,3.19,72.34,54.98,50.22,49.78,0.79,70.63,17.36,46.2,53.8,15.83,84.17
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,95.95,73.65,85.01,8.64,0.66,78.83,68.25,51.03,48.97,4.02,57.06,10.58,40.73,59.27,39.33,60.67
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,112.2,74.26,80.94,11.59,0.12,81.33,67.96,47.13,52.87,1.21,57.46,13.37,44.21,55.79,15.77,84.23
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,96.57,72.62,86.47,8.49,0.32,78.12,66.93,50.87,49.13,1.55,56.83,11.19,43.06,56.94,26.57,73.43
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,98.81,74.1,89.62,4.89,0.15,79.49,68.64,50.3,49.7,1.44,57.68,10.85,45.11,54.89,20.6,79.4
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,103.59,78.39,91.85,3.09,1.82,83.46,73.51,49.12,50.88,1.03,56.99,9.95,40.86,59.14,13.2,86.8
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,93.81,67.41,87.9,10.22,0.23,74.12,60.26,51.6,48.4,1.31,51.51,13.86,43.97,56.03,32.55,67.45
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,88.58,74.39,78.81,12.26,2.54,78.28,69.98,53.03,46.97,7.08,61.68,8.3,40.62,59.38,80.27,19.730000000000004
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,94.61,78.37,81.27,4.14,0.21,82.68,73.82,51.38,48.62,1.11,68.47,8.86,46.76,53.24,30.93,69.07
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,93.0,72.67,71.83,11.92,0.14,78.62,66.26,51.81,48.19,0.57,59.25,12.36,47.6,52.4,16.9,83.1
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,95.24,72.96,81.21,8.63,0.16,78.59,67.04,51.22,48.78,0.76,55.95,11.55,48.91,51.09,21.16,78.84
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,99.86,65.85,73.76,7.87,1.8,73.51,58.19,50.03,49.97,1.2,61.2,15.32,46.31,53.69,37.71,62.29
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,93.33,62.63,7.5,2.14,89.5,68.45,56.39,51.73,48.27,0.54,54.93,12.06,52.88,47.12,11.07,88.93
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,97.48,71.47,4.39,1.05,93.01,74.93,67.93,50.64,49.36,1.45,51.7,7.0,44.74,55.26,8.39,91.61
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,93.73,55.2,9.15,0.34,89.08,59.85,50.24,51.62,48.38,0.64,57.23,9.61,48.76,51.24,4.58,95.42
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,94.35,60.44,2.13,0.42,95.81,65.5,55.07,51.45,48.55,0.44,41.07,10.43,50.25,49.75,14.66,85.34
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,100.23,63.79,63.28,25.42,1.02,72.38,55.22,49.94,50.06,0.84,47.48,17.16,46.27,53.73,36.74,63.26
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94.26,70.56,4.1,0.61,94.63,74.06,66.85,51.48,48.52,0.66,33.48,7.21,47.79,52.21,13.86,86.14
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,97.19,60.44,5.43,1.06,91.13,63.58,57.2,50.71,49.29,0.39,33.08,6.38,39.66,60.34,15.52,84.48
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,101.08,69.99,17.55,1.72,65.79,69.94,70.03,49.73,50.27,2.34,63.2,-0.09,39.57,60.43,50.6,49.4
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,101.3,47.46,3.15,0.42,68.74,44.51,50.37,49.68,50.32,0.61,49.78,-5.86,39.02,60.98,8.57,91.43
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,94.53,57.65,4.94,0.74,93.43,61.5,53.58,51.41,48.59,0.45,27.6,7.92,37.28,62.72,9.37,90.63
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,98.45,55.76,19.11,16.6,60.62,59.67,51.79,50.39,49.61,1.03,32.48,7.88,39.75,60.25,11.77,88.23
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,97.95,60.16,1.69,0.4,95.68,60.56,59.75,50.52,49.48,0.17,37.73,0.81,42.6,57.4,14.12,85.88
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,100.89,85.08,3.31,1.31,94.71,85.08,85.08,49.78,50.22,3.98,79.08,0.0,43.63,56.37,79.62,20.379999999999995
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,98.37,80.16,0.85,0.56,98.17,81.15,79.16,50.41,49.59,0.6,76.97,1.99,47.99,52.01,40.87,59.13
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,95.62,78.49,4.76,5.27,89.58,79.56,77.36,51.12,48.88,1.65,66.98,2.2,43.68,56.32,56.4,43.6
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,94.55,53.32,1.41,0.44,54.19,60.14,46.11,51.4,48.6,0.59,34.05,14.03,38.65,61.35,19.34,80.66
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,94.75,75.03,3.24,0.8,78.75,77.83,72.08,51.35,48.65,1.24,68.04,5.75,48.5,51.5,44.63,55.37
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,92.66,69.69,3.46,2.06,80.01,73.56,65.52,51.91,48.09,0.43,58.3,8.04,45.55,54.45,19.8,80.2
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,97.85,74.65,1.65,0.91,97.18,76.45,72.81,50.54,49.46,1.31,57.69,3.64,34.4,65.6,45.09,54.91
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,97.67,83.89,1.53,0.52,97.7,84.01,83.77,50.59,49.41,0.85,79.5,0.24,49.89,50.11,51.76,48.24
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,91.91,73.4,28.75,8.24,61.84,76.06,70.5,52.11,47.89,2.95,63.78,5.56,39.95,60.05,56.13,43.87
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,92.84,73.69,9.51,1.64,87.67,77.02,70.11,51.86,48.14,2.53,66.65,6.91,42.85,57.15,58.15,41.85
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,92.52,81.95,5.06,1.06,93.44,82.58,81.27,51.94,48.06,0.97,72.64,1.31,51.42,48.58,32.1,67.9
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,89.95,47.8,3.24,1.38,94.5,51.18,44.04,52.65,47.35,0.35,28.22,7.14,59.0,41.0,14.53,85.47
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,95.14,64.8,2.18,0.58,96.82,69.17,60.2,51.24,48.76,0.37,78.32,8.97,49.12,50.88,15.79,84.21000000000001
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,92.87,59.77,1.52,0.54,97.59,62.45,56.89,51.85,48.15,0.31,49.86,5.56,49.93,50.07,18.85,81.15
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,96.84,77.07,3.37,1.23,95.13,79.74,74.32,50.8,49.2,0.42,54.14,5.42,47.14,52.86,17.51,82.49
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,97.65,73.09,1.83,0.55,97.33,75.13,71.01,50.6,49.4,0.7,77.31,4.12,56.46,43.54,16.2,83.8
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,95.7,69.86,94.71,4.06,0.28,76.1,63.35,51.1,48.9,1.08,43.42,12.75,40.19,59.81,12.06,87.94
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,98.13,72.64,92.84,6.92,0.05,78.43,66.73,50.47,49.53,0.62,38.46,11.7,31.11,68.89,12.67,87.33
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,94.01,76.64,93.65,5.38,0.46,81.54,71.43,51.54,48.46,1.9,44.23,10.11,35.68,64.32,26.67,73.33
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,94.72,69.58,99.39,0.4,0.06,75.76,63.05,51.36,48.64,0.51,33.25,12.71,36.51,63.49,10.49,89.51
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,104.26,45.44,61.12,0.27,37.98,54.32,36.91,48.96,51.04,0.36,36.03,17.41,50.87,49.13,13.16,86.84
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,98.35,62.62,98.78,0.38,0.68,70.97,54.14,50.42,49.58,0.89,39.92,16.83,42.55,57.45,21.66,78.34
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,95.32,70.04,95.53,2.21,1.81,76.88,62.86,51.2,48.8,1.41,45.96,14.02,42.74,57.26,41.74,58.26
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,100.34,50.86,98.64,0.32,0.71,61.51,40.25,49.92,50.08,0.39,18.43,21.26,47.69,52.31,7.76,92.24
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,103.67,54.53,79.16,0.29,20.31,64.98,44.45,49.1,50.9,0.32,11.83,20.53,48.47,51.53,10.08,89.92
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,100.66,75.62,96.28,3.49,0.1,80.8,70.49,49.84,50.16,0.37,39.5,10.31,32.41,67.59,5.36,94.64
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,92.92,77.72,95.38,3.73,0.56,82.04,73.07,51.83,48.17,5.18,50.8,8.97,35.18,64.82,51.82,48.18
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,103.25,41.18,93.8,0.64,4.97,50.21,32.43,49.2,50.8,0.87,18.64,17.78,50.26,49.74,17.03,82.97
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,101.96,39.91,97.88,0.31,1.64,48.42,31.56,49.52,50.48,0.24,13.39,16.86,50.66,49.34,8.62,91.38
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,100.58,54.35,83.86,1.34,0.6,63.22,45.53,49.85,50.15,0.39,18.6,17.69,48.56,51.44,8.56,91.44
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,91.55,71.5,99.27,0.55,0.04,78.06,64.33,52.21,47.79,0.4,43.35,13.73,35.69,64.31,9.26,90.74
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,102.14,49.05,98.48,0.81,0.29,59.91,38.42,49.47,50.53,0.36,21.03,21.49,50.04,49.96,5.68,94.32
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,96.3,76.05,96.83,2.71,0.25,81.45,70.45,50.94,49.06,0.72,42.51,11.0,36.6,63.4,15.23,84.77
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,105.08,42.13,90.34,0.48,8.77,51.27,33.43,48.76,51.24,0.54,21.48,17.84,48.26,51.74,17.17,82.83
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,97.6,67.59,92.61,1.93,4.86,74.63,60.38,50.61,49.39,1.66,40.1,14.25,48.59,51.41,30.05,69.95
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,97.28,64.12,73.2,3.41,18.39,70.69,57.37,50.69,49.31,2.07,36.17,13.32,41.71,58.29,37.24,62.76
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,104.71,77.37,76.23,14.4,9.19,81.69,73.25,48.85,51.15,2.69,69.06,8.44,34.11,65.89,48.63,51.37
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,118.44,87.22,66.82,30.74,2.29,86.77,87.59,45.78,54.22,4.74,59.04,-0.82,28.22,71.78,100.0,0.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,103.75,70.6,96.24,2.14,1.57,72.96,68.33,49.08,50.92,1.33,82.86,4.63,30.13,69.87,100.0,0.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,88.91,67.64,27.74,0.5,2.18,70.77,64.13,52.93,47.07,4.53,69.78,6.64,36.85,63.15,58.32,41.68
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,86.83,60.85,27.41,1.17,0.18,65.7,55.26,53.52,46.48,3.17,71.87,10.44,39.61,60.39,38.67,61.33
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,89.03,61.75,22.89,0.51,0.2,66.05,56.91,52.9,47.1,2.74,71.48,9.14,35.88,64.12,37.09,62.91
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,87.09,70.99,25.47,2.8,0.28,74.41,67.06,53.45,46.55,2.94,65.0,7.35,35.79,64.21,32.78,67.22
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,89.34,60.5,44.67,0.34,0.95,65.98,54.36,52.81,47.19,2.0,69.6,11.62,37.29,62.71,30.63,69.37
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,89.53,71.13,46.74,1.2,7.68,74.85,66.97,52.76,47.24,2.38,67.82,7.88,32.94,67.06,30.59,69.41
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,96.11,75.61,63.07,1.46,0.94,78.85,72.25,50.99,49.01,2.49,58.04,6.6,31.5,68.5,23.33,76.67
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,91.54,73.97,63.56,1.38,1.19,77.07,70.58,52.21,47.79,5.52,63.01,6.49,35.31,64.69,53.35,46.65
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,91.21,70.73,41.23,1.25,0.67,74.18,66.94,52.3,47.7,3.73,61.72,7.24,34.86,65.14,36.66,63.34
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,87.32,73.18,42.94,2.22,0.47,76.47,69.4,53.39,46.61,5.65,67.86,7.07,36.72,63.28,61.9,38.1
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,88.33,55.03,20.34,1.35,0.12,59.71,49.73,53.1,46.9,1.36,71.34,9.98,42.68,57.32,25.86,74.14
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,89.33,63.06,15.91,0.94,0.33,66.27,59.46,52.82,47.18,2.74,63.58,6.81,36.07,63.93,25.71,74.28999999999999
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,89.62,58.19,28.26,0.48,0.19,63.16,52.65,52.74,47.26,2.04,74.32,10.51,37.18,62.82,33.3,66.7
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,89.09,66.82,41.32,2.11,0.3,70.93,62.22,52.88,47.12,4.69,68.22,8.71,34.83,65.17,42.15,57.85
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,91.51,73.43,44.47,2.12,0.31,77.91,68.53,52.22,47.78,3.16,61.87,9.38,34.13,65.87,29.01,70.99
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,88.51,60.54,23.53,10.82,0.15,64.97,55.55,53.05,46.95,2.39,68.06,9.42,34.36,65.64,34.92,65.08
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,95.08,59.1,85.23,12.16,0.41,69.96,47.69,51.26,48.74,1.97,57.51,22.27,40.79,59.21,40.18,59.82
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,89.49,59.4,82.72,14.9,0.07,70.13,47.41,52.77,47.23,0.98,48.8,22.72,46.5,53.5,21.4,78.6
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,98.01,46.14,94.65,2.72,1.24,56.61,35.46,50.5,49.5,0.54,28.06,21.15,50.99,49.01,9.17,90.83
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,92.88,56.7,92.69,6.54,0.12,68.24,44.28,51.85,48.15,0.43,50.57,23.96,45.19,54.81,21.88,78.12
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,90.19,45.64,86.22,12.34,0.04,57.23,32.79,52.58,47.42,0.46,21.12,24.44,46.18,53.82,9.35,90.65
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,87.98,58.11,84.09,14.57,0.06,69.62,45.02,53.2,46.8,0.69,47.4,24.6,42.03,57.97,21.29,78.71000000000001
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,97.3,52.15,92.37,5.91,0.08,63.7,40.29,50.68,49.32,0.92,55.28,23.41,47.67,52.33,21.58,78.42
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,90.52,54.1,87.71,9.97,0.08,63.06,44.2,52.49,47.51,1.43,41.51,18.86,41.72,58.28,36.88,63.12
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,92.48,52.66,91.61,6.0,0.06,64.4,39.97,51.95,48.05,0.46,45.16,24.43,47.36,52.64,20.92,79.08
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,97.19,53.22,91.51,6.34,0.08,65.74,40.33,50.71,49.29,1.08,58.85,25.41,51.98,48.02,19.5,80.5
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,93.98,56.35,87.17,12.24,0.05,66.26,45.8,51.55,48.45,0.52,46.91,20.46,44.27,55.73,30.17,69.83
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,90.54,57.39,96.81,2.78,0.03,69.59,43.92,52.48,47.52,0.41,46.42,25.67,41.88,58.12,14.17,85.83
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,84.58,56.62,93.45,5.99,0.06,66.66,44.74,54.18,45.82,0.49,35.16,21.92,43.37,56.63,21.45,78.55
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,99.35,49.09,96.51,2.06,0.06,59.7,38.41,50.16,49.84,0.42,39.87,21.29,46.2,53.8,8.9,91.1
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,88.74,60.6,72.98,2.57,0.11,68.14,52.11,52.98,47.02,1.12,50.33,16.03,46.35,53.65,29.31,70.69
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,90.58,58.27,80.75,6.69,0.09,67.04,48.59,52.47,47.53,0.68,48.85,18.45,47.07,52.93,21.84,78.16
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,91.04,64.91,87.83,10.37,0.19,73.66,55.3,52.35,47.65,4.42,57.14,18.36,37.2,62.8,56.44,43.56
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,85.21,46.07,74.19,25.1,0.13,58.17,31.87,53.99,46.01,0.4,22.71,26.3,43.13,56.87,16.23,83.77
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,95.24,45.36,94.76,4.32,0.04,58.07,32.02,51.22,48.78,0.34,34.63,26.05,49.03,50.97,10.31,89.69
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,94.6,52.43,92.11,6.81,0.06,64.38,39.79,51.39,48.61,0.48,60.83,24.59,48.61,51.39,17.6,82.4
